Transcript/RepeatID (cmd=analyzeRepeats.pl rna hg19 -count pausing -condenseGenes -norm 1e6 -d /research/fangyitong/Project2022/wj_dpnIdpnII/GEOdata_newRNA/rawdata/tagdir/)	chr	start	end	strand	Length	Copies	Annotation/Divergence	/research/fangyitong/Project2022/wj_dpnIdpnII/GEOdata_newRNA/rawdata/tagdir/ Pausing Ratio	/research/fangyitong/Project2022/wj_dpnIdpnII/GEOdata_newRNA/rawdata/tagdir/ Promoter Reads (-50,200)	/research/fangyitong/Project2022/wj_dpnIdpnII/GEOdata_newRNA/rawdata/tagdir/ GeneBody Reads (200,5000)
NM_007044	chr6	149964850	149969900	-	250.0	1	KATNA1|-|-|6q25.1|protein-coding	5.589	2.108	5.166
NR_120609	chr10	30655836	30660886	-	250.0	1	GOLGA2P6|-|-|10p11.23|pseudo	1.000	0.000	0.000
NM_022453	chr2	219531725	219536775	-	250.0	1	RNF25|AO7|-|2q35|protein-coding	2.624	0.949	5.376
NR_039926	chrX	47446778	47451828	+	250.0	1	MIR4769|-|-|Xp11.3|ncRNA	1.543	0.105	0.422
NM_005185	chr10	5566874	5571924	+	250.0	1	CALML3|CLP|-|10p15.1|protein-coding	1.000	0.000	0.000
NR_138084	chr6	33111051	33116101	+	250.0	5	HCG24|-|-|6p21.32|ncRNA	0.923	0.000	0.211
NM_018711	chr12	109453873	109458923	-	250.0	1	SVOP|-|-|12q24.11|protein-coding	0.960	0.000	0.105
NM_014420	chr8	42229747	42234797	-	250.0	1	DKK4|DKK-4|-|8p11.21|protein-coding	1.108	0.105	1.581
NR_039677	chr7	102111866	102116916	+	250.0	1	MIR4467|-|-|7q22.1|ncRNA	0.609	0.316	11.596
NR_003303	chr15	25434511	25439561	+	250.0	4	SNORD115-11|HBII-52-11|-|15q11.2|snoRNA	1.000	0.000	0.000
NR_125806	chr5	173763307	173768357	+	250.0	1	LINC01411|-|-|5q35.2|ncRNA	0.847	0.105	2.846
NR_110113	chr2	105121967	105127017	-	250.0	1	LINC01103|-|-|2q12.1|ncRNA	1.000	0.000	0.000
NM_001004125	chr9	25673856	25678906	-	250.0	1	TUSC1|CCDC89B|TSG-9|TSG9|-|9p21.2|protein-coding	0.554	0.105	5.693
NM_001328655	chr1	46637160	46642210	-	250.0	1	P3R3URF|-|-|-|protein-coding	1.000	0.000	0.000
NR_029423	chrX	72777921	72782971	-	250.0	1	MAP2K4P1|-|-|Xq13.2|pseudo	3.360	0.422	0.633
NM_001253884	chr4	113218449	113223499	+	250.0	1	ALPK1|8430410J10Rik|LAK|-|4q25|protein-coding	4.800	0.633	0.527
NM_198849	chr13	46420888	46425938	-	250.0	1	SIAH3|-|-|13q14.13|protein-coding	1.000	0.000	0.000
NR_036200	chr17	75388136	75393186	-	250.0	1	MIR4316|-|-|17q25.3|ncRNA	0.615	0.000	1.581
NR_130145	chr18	3257357	3262407	-	250.0	1	LOC104968399|-|-|18p11.31|ncRNA	2.865	0.843	4.006
NR_039768	chr1	17604334	17609384	+	250.0	1	MIR3972|-|-|1p36.13|ncRNA	1.000	0.000	0.000
NR_107056	chr5	180465484	180470534	-	250.0	1	MIR8089|hsa-mir-8089|-|5q35.3|ncRNA	0.960	0.000	0.105
NM_001258371	chr11	66313816	66318866	+	250.0	1	ACTN3|ACTN3D|-|11q13.2|protein-coding	2.496	0.211	0.105
NR_106728	chr17	62776827	62781877	+	250.0	1	MIR6080|hsa-mir-6080|-|17q24.1|ncRNA	1.290	0.527	7.274
NR_104117	chr6	28864257	28869307	+	250.0	6	HCG14|dJ111M5.4|-|6p22.1|ncRNA	1.000	0.000	0.000
NM_138797	chr22	38235341	38240391	-	250.0	1	ANKRD54|LIAR|-|22q13.1|protein-coding	3.220	1.265	5.798
NM_001004746	chr11	55995661	56000711	-	250.0	1	OR5T2|OR11-177|-|11q12.1|protein-coding	1.000	0.000	0.000
NM_001145197	chr9	84543293	84548343	+	250.0	1	SPATA31D4|FAM75D3|FAM75D4|SPATA31D3|-|9q21.32|protein-coding	1.000	0.000	0.000
NR_106741	chr16	3530469	3535519	-	250.0	1	MIR6126|hsa-mir-6126|-|16p13.3|ncRNA	1.072	0.422	7.379
NR_135012	chr2	201560396	201565446	+	250.0	1	AOX3P-AOX2P|AOX3/AOX3L1|-|2q33.1|pseudo	1.000	0.000	0.000
NM_000099	chr20	23613592	23618642	-	250.0	1	CST3|ARMD11|HEL-S-2|-|20p11.21|protein-coding	7.537	9.593	22.244
NM_001271822	chr6	2966801	2971851	-	250.0	1	SERPINB6|CAP|DFNB91|MSTP057|PI-6|PI6|PTI|SPI3|-|6p25.2|protein-coding	1.523	0.738	8.434
NM_002973	chr12	112032119	112037169	-	250.0	1	ATXN2|ATX2|SCA2|TNRC13|-|12q24.12|protein-coding	2.987	2.214	12.545
NM_006364	chr14	39567439	39572489	-	250.0	1	SEC23A|CLSD|hSec23A|-|14q21.1|protein-coding	8.836	2.003	2.108
NM_001322463	chr1	249114565	249119615	-	250.0	1	SH3BP5L|-|-|1q44|protein-coding	2.727	0.527	2.108
NM_006010	chr3	51422672	51427722	+	250.0	1	MANF|ARMET|ARP|-|3p21.2|protein-coding	5.679	9.066	28.569
NM_005130	chr4	15935363	15940413	-	250.0	1	FGFBP1|FGF-BP|FGF-BP1|FGFBP|FGFBP-1|HBP17|-|4p15.32|protein-coding	0.960	0.000	0.105
NM_001004343	chr1	242157400	242162450	-	250.0	1	MAP1LC3C|ATG8J|LC3C|-|1q43|protein-coding	0.923	0.000	0.211
NM_015531	chr11	73877047	73882097	-	250.0	1	C2CD3|OFD14|-|11q13.4|protein-coding	8.681	2.108	2.425
NM_001351978	chr11	61100604	61105654	+	250.0	1	TKFC|DAK|NET45|-|11q12.2|protein-coding	5.133	1.898	5.060
NR_039896	chr1	224581013	224586063	-	250.0	1	MIR4742|mir-4742|-|1q42.11|ncRNA	2.292	1.265	9.172
NM_001276451	chr10	50599135	50604185	-	250.0	1	DRGX|DRG11|PRRXL1|-|10q11.23|protein-coding	1.000	0.000	0.000
NM_012242	chr10	54073991	54079041	+	250.0	1	DKK1|DKK-1|SK|-|10q21.1|protein-coding	2.473	0.316	0.949
NR_038460	chr22	20187441	20192491	-	250.0	1	LOC284865|-|-|22q11.21|ncRNA	0.889	0.000	0.316
NR_148507	chr2	114726849	114731899	+	250.0	1	LINC01191|VIN|lnc-ACTR3|-|2q14.1|ncRNA	1.200	0.105	1.265
NM_130900	chr6	150341668	150346718	-	250.0	1	RAET1L|ULBP6|-|6q25.1|protein-coding	0.960	0.000	0.105
NR_122104	chr17	49414026	49419076	+	250.0	1	LINC02072|-|-|17q21.33|ncRNA	0.923	0.000	0.211
NR_034139	chr15	83377745	83382795	-	250.0	1	LOC338963|-|-|15q25.2|pseudo	0.800	0.000	0.633
NM_002799	chr9	127172721	127177771	-	250.0	1	PSMB7|Z|-|9q33.3|protein-coding	4.970	2.952	9.382
NR_039800	chr7	4823270	4828320	-	250.0	1	MIR4656|-|-|7p22.1|ncRNA	0.441	0.105	7.801
NM_015335	chr12	116709991	116715041	-	250.0	1	MED13L|MRFACD|PROSIT240|THRAP2|TRAP240L|-|12q24.21|protein-coding	1.667	0.527	5.060
NM_001354434	chr11	117952678	117957728	-	250.0	1	SMIM35|TMPRSS4-AS1|-|11q23.3|protein-coding	1.000	0.000	0.000
NR_110834	chr17	73043229	73048279	+	250.0	1	KCTD2|-|-|17q25.1|protein-coding	3.062	0.843	3.584
NM_017750	chr2	85576651	85581701	-	250.0	1	RETSAT|-|-|2p11.2|protein-coding	10.715	5.693	7.907
NM_001097620	chr7	1590841	1595891	-	250.0	1	TMEM184A|SDMG1|-|7p22.3|protein-coding	0.800	0.000	0.633
NR_104331	chr4	1203858	1208908	+	250.0	1	CTBP1-AS|PCAT10|-|4p16.3|ncRNA	0.131	0.000	16.762
NM_001257964	chr18	54814268	54819318	+	250.0	1	BOD1L2|BOD1P|FAM44C|-|18q21.31|protein-coding	0.923	0.000	0.211
NM_001004339	chr1	53308382	53313432	+	250.0	1	ZYG11A|ZYG11|-|1p32.3|protein-coding	5.933	2.214	5.060
NR_024045	chr6	150321280	150326330	-	250.0	1	RAET1K|-|-|6q25.1|pseudo	3.569	0.633	1.581
NR_132776	chr3	48637583	48642633	-	250.0	1	SNORA94|-|-|3p21.31|snoRNA	1.916	2.636	25.196
NM_006355	chr6	25962980	25968030	+	250.0	1	TRIM38|RNF15|RORET|-|6p22.2|protein-coding	1.600	0.211	1.581
NM_003272	chr1	236305789	236310839	+	250.0	1	GPR137B|TM7SF1|-|1q42.3|protein-coding	3.856	1.160	3.901
NM_005830	chr13	41340326	41345376	-	250.0	1	MRPS31|IMOGN38|MRP-S31|S31mt|-|13q14.11|protein-coding	11.467	3.268	3.163
NR_125920	chr4	93193453	93198503	-	250.0	1	LNCPRESS2|-|-|4q22.1|ncRNA	1.000	0.000	0.000
NR_003239	chr20	37075247	37080297	+	250.0	1	SNHG11|C20orf198|LINC00101|NCRNA00101|-|20q11.23|ncRNA	0.874	2.003	44.382
NM_006551	chr11	62009661	62014711	+	250.0	1	SCGB1D2|LIPB|LPHB|LPNB|-|11q12.3|protein-coding	2.600	0.211	0.000
NM_000986	chr3	101400562	101405612	-	250.0	1	RPL24|HEL-S-310|L24|-|3q12.3|protein-coding	11.727	16.867	25.301
NM_000266	chrX	43827636	43832686	-	250.0	1	NDP|EVR2|FEVR|ND|-|Xp11.3|protein-coding	1.000	0.000	0.000
NR_109832	chr22	23880239	23885289	+	250.0	1	PCAT14|-|-|22q11.23|ncRNA	0.923	0.000	0.211
NM_001195427	chr17	74728413	74733463	-	250.0	1	SRSF2|PR264|SC-35|SC35|SFRS2|SFRS2A|SRp30b|-|17q25.1|protein-coding	3.953	20.768	98.990
NM_001136555	chr2	171918483	171923533	-	250.0	1	TLK1|PKU-beta|-|2q31.1|protein-coding	1.350	0.105	0.843
NM_006371	chr3	33155400	33160450	+	250.0	1	CRTAP|CASP|LEPREL3|OI7|P3H5|-|3p22.3|protein-coding	3.429	2.108	10.015
NR_110134	chr14	91108923	91113973	+	250.0	1	LOC101928909|-|-|14q32.11|ncRNA	0.471	0.000	2.846
NM_014573	chr17	26646176	26651226	+	250.0	1	TMEM97|MAC30|-|17q11.2|protein-coding	11.594	4.006	4.322
NM_013943	chr1	25071888	25076938	+	250.0	1	CLIC4|CLIC4L|H1|MTCLIC|huH1|p64H1|-|1p36.11|protein-coding	4.522	1.581	4.744
NM_024026	chr13	21750747	21755797	+	250.0	1	MRPL57|MRP63|bMRP63|-|13q12.11|protein-coding	3.411	2.003	9.488
NM_001005165	chr11	5905473	5910523	+	250.0	1	OR52E4|OR11-55|-|11p15.4|protein-coding	1.000	0.000	0.000
NR_136575	chr22	21477309	21482359	-	250.0	2	LOC102724728|-|-|-|pseudo	0.960	0.000	0.105
NR_029509	chrX	133298642	133303692	-	250.0	1	MIR92A2|MIRN92-2|MIRN92A-2|MIRN92A2|mir-92a-2|-|Xq26.2|ncRNA	0.727	0.000	0.949
NM_021014	chrX	48211138	48216188	-	250.0	1	SSX3|CT5.3|-|Xp11.23|protein-coding	0.960	0.000	0.105
NR_046811	chr4	101591270	101596320	-	250.0	1	LINC01216|EMCN-IT3|-|4q24|ncRNA	1.000	0.000	0.000
NM_006886	chr20	57602390	57607440	-	250.0	1	ATP5F1E|ATP5E|ATPE|MC5DN3|-|20q13.32|protein-coding	6.427	6.220	16.446
NM_002354	chr2	47596237	47601287	+	250.0	1	EPCAM|DIAR5|EGP-2|EGP314|EGP40|ESA|HNPCC8|KS1/4|KSA|M4S1|MIC18|MK-1|TACSTD1|TROP1|-|2p21|protein-coding	0.889	0.000	0.316
NM_024527	chr19	17409234	17414284	-	250.0	1	ABHD8|-|-|19p13.11|protein-coding	0.955	0.949	19.187
NR_030226	chrX	49779156	49784206	+	250.0	1	MIR502|MIRN502|hsa-mir-502|mir-502|-|Xp11.23|ncRNA	0.706	0.000	1.054
NM_001286572	chr16	30773593	30778643	+	250.0	1	RNF40|BRE1B|RBP95|STARING|-|16p11.2|protein-coding	2.677	4.322	29.412
NR_039879	chr17	36875894	36880944	+	250.0	1	MIR4726|-|-|17q12|ncRNA	2.277	0.843	5.693
NR_038891	chr2	106222016	106227066	-	250.0	1	LOC285000|-|-|2q12.2|ncRNA	0.960	0.000	0.105
NR_031574	chr1	224439812	224444862	-	250.0	1	MIR320B2|MIR320B-2|MIRN320B2|mir-320b-2|-|1q42.11|ncRNA	1.290	0.527	7.274
NM_001355570	chr11	18621286	18626336	+	250.0	1	SPTY2D1OS|SPTY2D1-AS1|-|11p15.1|protein-coding	2.531	0.633	3.268
NR_145451	chr3	197231532	197236582	-	250.0	1	LINC02012|-|-|3q29|ncRNA	0.960	0.000	0.105
NR_104619	chr5	4773544	4778594	+	250.0	1	LINC02114|-|-|5p15.32|ncRNA	1.000	0.000	0.000
NR_046342	chr15	63796742	63801792	+	250.0	1	USP3|SIH003|UBP|-|15q22.31|protein-coding	3.482	0.843	2.846
NM_178820	chr19	39518189	39523239	-	250.0	1	FBXO27|FBG5|Fbx27|-|19q13.2|protein-coding	1.357	0.211	2.319
NR_132973	chr10	28357307	28362357	-	250.0	1	SNORD130|-|-|10p12.1|snoRNA	0.800	0.000	0.633
NM_002365	chrX	30248503	30253553	+	250.0	1	MAGEB3|CT3.5|-|Xp21.2|protein-coding	1.000	0.000	0.000
NR_027052	chr22	21356161	21361211	+	250.0	1	THAP7-AS1|-|-|22q11.21|ncRNA	3.563	3.057	14.653
NR_128720	chr1	12436	17486	-	250.0	3	MIR6859-4|hsa-mir-6859-4|-|16p13.3|ncRNA	0.649	0.000	1.370
NM_005946	chr16	56672528	56677578	+	250.0	1	MT1A|MT-1A|MT-IA|MT1|MT1S|MTC|-|16q13|protein-coding	1.000	0.000	0.000
NR_120483	chr12	108862466	108867516	-	250.0	1	LINC01498|-|-|12q23.3|ncRNA	1.000	0.000	0.000
NR_073093	chr6	166791501	166796551	-	250.0	1	MPC1|BRP44L|CGI-129|MPYCD|SLC54A1|-|6q27|protein-coding	12.429	3.690	3.373
NR_135130	chr9	35646217	35651267	+	250.0	1	LOC101926948|-|-|9p13.3|ncRNA	2.240	0.422	2.214
NM_001098411	chrX	49216598	49221648	+	250.0	2	GAGE2B|CT4.2|GAGE-2|GAGE-2B|-|Xp11.23|protein-coding	1.000	0.000	0.000
NR_038389	chr9	140142949	140147999	-	250.0	1	STPG3-AS1|C9orf173-AS1|-|9q34.3|ncRNA	0.453	0.000	3.057
NM_015852	chr7	64446414	64451464	-	250.0	1	ZNF117|H-plk|HPF9|-|7q11.21|protein-coding	2.013	0.211	0.738
NM_001077628	chr1	150236416	150241466	-	250.0	1	APH1A|6530402N02Rik|APH-1|APH-1A|CGI-78|-|1q21.2|protein-coding	1.785	4.111	43.117
NM_000783	chr10	94833600	94838650	+	250.0	1	CYP26A1|CP26|CYP26|P450RAI|P450RAI1|-|10q23.33|protein-coding	2.205	0.316	1.370
NM_001300833	chr11	65154058	65159108	+	250.0	1	FRMD8|FKSG44|iTAP|-|11q13.1|protein-coding	3.854	1.370	4.955
NM_014974	chr10	730608	735658	-	250.0	1	DIP2C|KIAA0934|-|10p15.3|protein-coding	1.821	0.738	6.641
NM_015508	chr3	156392329	156397379	+	250.0	1	TIPARP|ARTD14|PARP7|pART14|-|3q25.31|protein-coding	2.612	0.843	4.639
NM_001318380	chr14	105642660	105647710	-	250.0	1	NUDT14|UGPP|UGPPase|-|14q32.33|protein-coding	3.174	0.949	4.006
NR_121599	chr9	8857968	8863018	+	250.0	1	PTPRD-AS1|-|-|9p24.1|ncRNA	1.000	0.000	0.000
NR_003369	chr16	29086113	29091163	+	250.0	1	RRN3P2|-|-|16p11.2|pseudo	1.000	0.000	0.000
NM_001122757	chr3	87320734	87325784	-	250.0	1	POU1F1|CPHD1|GHF-1|PIT1|POU1F1a|Pit-1|-|3p11.2|protein-coding	1.000	0.000	0.000
NM_001080409	chr19	22961953	22967003	-	250.0	1	ZNF99|C19orf9|F8281|-|19p12|protein-coding	1.000	0.000	0.000
NM_138456	chr11	64759443	64764493	-	250.0	1	BATF2|SARI|-|11q13.1|protein-coding	2.400	0.211	0.211
NM_001106	chr3	38495331	38500381	+	250.0	1	ACVR2B|ACTRIIB|ActR-IIB|HTX4|-|3p22.2|protein-coding	1.365	0.633	8.223
NM_018161	chr11	71164199	71169249	+	250.0	1	NADSYN1|-|-|11q13.4|protein-coding	2.626	0.633	3.057
NM_020994	chrX	153876853	153881903	-	250.0	1	CTAG2|CAMEL|CT2|CT6.2|CT6.2a|CT6.2b|ESO2|LAGE-1|LAGE2B|-|Xq28|protein-coding	1.000	0.000	0.000
NM_004843	chr19	14142524	14147574	+	250.0	1	IL27RA|CRL1|IL-27RA|IL27R|TCCR|WSX1|zcytor1|-|19p13.12|protein-coding	2.965	0.422	1.054
NM_001193502	chr8	67869826	67874876	-	250.0	1	TCF24|TCF-24|bHLHa25|-|8q13.1|protein-coding	1.490	0.105	0.527
NR_106770	chr19	13051248	13056298	+	250.0	1	MIR6515|hsa-mir-6515|mir-6515|-|19p13.13|ncRNA	1.697	9.277	103.945
NR_135111	chr1	57105991	57111041	-	250.0	1	LOC101929935|-|-|1p32.2|ncRNA	4.920	0.949	1.687
NM_015254	chr8	29115587	29120637	-	250.0	1	KIF13B|GAKIN|-|8p12|protein-coding	2.632	0.316	0.738
NR_104678	chr5	116092905	116097955	-	250.0	1	LINC02214|-|-|5q23.1|ncRNA	0.889	0.000	0.316
NR_051984	chr15	91509549	91514599	+	250.0	1	PRC1-AS1|-|-|15q26.1|ncRNA	3.206	4.533	25.406
NM_000336	chr16	23313573	23318623	+	250.0	1	SCNN1B|BESC1|ENaCb|ENaCbeta|LIDLS1|SCNEB|-|16p12.2|protein-coding	1.800	0.105	0.000
NR_039818	chr1	234442163	234447213	+	250.0	1	MIR4671|-|-|1q42.2|ncRNA	0.857	0.000	0.422
NR_149102	chr4	189697761	189702811	+	250.0	1	LINC02508|-|-|4q35.2|ncRNA	1.000	0.000	0.000
NR_157573	chr2	173325750	173330800	-	250.0	1	ITGA6-AS1|-|-|2q31.1|ncRNA	0.750	0.000	0.843
NM_004143	chrX	71521720	71526770	-	250.0	1	CITED1|MSG1|-|Xq13.1|protein-coding	1.976	0.422	2.846
NM_001297422	chr12	1053860	1058910	-	250.0	1	RAD52|-|-|12p13.33|protein-coding	4.434	2.425	8.539
NM_006234	chr7	102114369	102119419	-	250.0	1	POLR2J|POLR2J1|RPB11|RPB11A|RPB11m|hRPB14|-|7q22.1|protein-coding	3.863	0.738	1.792
NM_001806	chr19	33864565	33869615	+	250.0	1	CEBPG|GPE1BP|IG/EBP-1|-|19q13.11|protein-coding	1.980	0.738	5.904
NR_131919	chr13	88795072	88800122	+	250.0	1	LINC00373|-|-|13q31.2|ncRNA	1.000	0.000	0.000
NM_003785	chrX	49455587	49460637	-	250.0	1	PAGE1|AL5|CT16.3|GAGE-9|GAGEB1|PAGE-1|-|Xp11.23|protein-coding	1.000	0.000	0.000
NM_001363755	chr9	132800468	132805518	-	250.0	1	FNBP1|FBP17|-|9q34.11|protein-coding	6.971	1.476	1.898
NM_018174	chr19	17830239	17835289	+	250.0	1	MAP1S|BPY2IP1|C19orf5|MAP8|VCY2IP-1|VCY2IP1|-|19p13.11|protein-coding	4.749	2.319	7.379
NM_001351273	chr19	1452933	1457983	+	250.0	1	APC2|APCL|-|19p13.3|protein-coding	1.275	0.316	4.217
NR_110763	chr18	12744421	12749471	-	250.0	1	LINC01882|-|-|18p11.21|ncRNA	0.960	0.000	0.105
NM_015658	chr1	889636	894686	-	250.0	1	NOC2L|NET15|NET7|NIR|PPP1R112|-|1p36.33|protein-coding	2.044	2.214	19.503
NM_213653	chr1	145413141	145418191	+	250.0	1	HJV|HFE2|HFE2A|JH|RGMC|-|1q21.1|protein-coding	0.923	0.000	0.211
NR_034148	chr11	115625918	115630968	-	250.0	1	LINC00900|-|-|11q23.3|ncRNA	1.000	0.000	0.000
NM_016145	chr19	12775229	12780279	-	250.0	1	WDR83OS|ASTERIX|C19orf56|PTD008|-|19p13.13|protein-coding	2.302	2.952	23.193
NR_107042	chr13	113917184	113922234	+	250.0	1	MIR8075|hsa-mir-8075|-|13q34|ncRNA	0.429	0.000	3.373
NR_146295	chr22	23487614	23492664	+	250.0	1	RAB36|-|-|22q11.23|protein-coding	4.100	0.949	2.530
NR_036475	chr15	29033339	29038389	+	250.0	1	LOC100289656|-|-|15q13.1|pseudo	0.889	0.000	0.316
NM_015985	chr20	891977	897027	-	250.0	1	ANGPT4|ANG3|ANG4|-|20p13|protein-coding	1.000	0.000	0.000
NR_004435	chr19	48421636	48426686	+	250.0	2	SNAR-A1|SNAR-A53113498|-|19q13.33|snRNA	1.000	0.000	0.000
NM_001474	chrX	49216599	49221649	+	250.0	1	GAGE4|CT4.4|-|Xp11.4-p11.2|protein-coding	1.000	0.000	0.000
NM_015051	chr9	102856282	102861332	-	250.0	1	ERP44|PDIA10|TXNDC4|-|9q31.1|protein-coding	20.434	3.795	1.160
NM_017694	chr2	191273031	191278081	+	250.0	1	MFSD6|MMR2|hMMR2|-|2q32.2|protein-coding	0.774	0.000	0.738
NR_149127	chr2	130630064	130635114	-	250.0	1	LINC02572|-|-|2q21.1|ncRNA	4.286	0.527	0.422
NR_026775	chr6	26924722	26929772	+	250.0	1	LINC00240|C6orf41|NCRNA00240|bA373D17.1|-|6p22.2|ncRNA	2.914	0.316	0.422
NM_002235	chr12	4918292	4923342	+	250.0	1	KCNA6|HBK2|KV1.6|PPP1R96|-|12p13.32|protein-coding	0.960	0.000	0.105
NM_032517	chr10	29577949	29582999	+	250.0	1	LYZL1|KAAG648|LYC2|LYZD1|PRO1278|bA534G20.1|-|10p12.1-p11.23|protein-coding	1.000	0.000	0.000
NR_037505	chr19	6411522	6416572	-	250.0	1	MIR3940|mir-3940|-|19p13.3|ncRNA	0.798	2.741	66.626
NM_005811	chr12	56136856	56141906	+	250.0	1	GDF11|BMP-11|BMP11|-|12q13.2|protein-coding	1.326	0.633	8.539
NM_014752	chr11	74660261	74665311	+	250.0	1	SPCS2|-|-|11q13.4|protein-coding	9.671	3.479	4.639
NR_108036	chr10	106108333	106113383	-	250.0	1	CFAP58-DT|CCDC147-AS1|CFAP58-AS1|lncITPRIP-1|-|10q25.1|ncRNA	2.013	0.211	0.738
NR_037484	chr8	96080224	96085274	-	250.0	1	MIR3150B|mir-3150b|-|8q22.1|ncRNA	0.632	0.000	1.476
NR_104064	chr13	44716414	44721464	+	250.0	1	SMIM2-AS1|C13orf44-AS1|C3orf81-AS1|-|13q14.11|ncRNA	7.817	1.370	1.160
NM_001012728	chr19	54135260	54140310	+	250.0	1	DPRX|-|-|19q13.42|protein-coding	1.000	0.000	0.000
NR_027087	chr1	24526680	24531730	+	250.0	1	LINC02800|-|-|1p36.11|ncRNA	0.923	0.000	0.211
NR_149049	chr1	6840040	6845090	-	250.0	1	CAMTA1-DT|lncCAMTA1|-|1p36.31|ncRNA	5.916	1.265	2.003
NR_126326	chr3	185430990	185436040	+	250.0	1	IGF2BP2-AS1|C3orf65|-|3q27.2|ncRNA	0.511	0.000	2.425
NM_133369	chr5	176237510	176242560	+	250.0	1	UNC5A|UNC5H1|-|5q35.2|protein-coding	2.080	0.211	0.633
NM_033329	chr19	51998647	52003697	-	250.0	1	SIGLEC12|S2V|SIGLECL1|SLG|Siglec-XII|-|19q13.41|protein-coding	1.000	0.000	0.000
NM_015187	chr4	25859610	25864660	-	250.0	1	SEL1L3|Sel-1L3|-|4p15.2|protein-coding	3.762	0.633	1.370
NR_147148	chr4	62009324	62014374	+	250.0	1	LINC02271|-|-|4q13.1|ncRNA	1.000	0.000	0.000
NM_001243425	chr18	21594668	21599718	+	250.0	1	TTC39C|C18orf17|HsT2697|-|18q11.2|protein-coding	1.739	0.527	4.744
NM_001168342	chr9	15245216	15250266	-	250.0	1	TTC39B|C9orf52|-|9p22.3|protein-coding	1.490	0.105	0.527
NM_024652	chr15	101459512	101464562	+	250.0	1	LRRK1|RIPK6|Roco1|-|15q26.3|protein-coding	1.000	0.000	0.000
NR_049867	chr5	135133764	135138814	-	250.0	1	MIR5692C1|-|-|5q31.1|ncRNA	1.000	0.000	0.000
NM_001297560	chr19	21507241	21512291	-	250.0	1	ZNF708|KOX8|ZNF15|ZNF15L1|-|19p12|protein-coding	5.229	1.476	3.373
NM_001012455	chr6	28406268	28411318	-	250.0	1	ZSCAN23|ZNF390|ZNF453|dJ29K1.3|dJ29K1.3.1|-|6p22.1|protein-coding	3.967	2.003	7.801
NM_032880	chr1	18434242	18439292	+	250.0	1	IGSF21|-|-|1p36.13|protein-coding	0.960	0.000	0.105
NM_015510	chr17	21030191	21035241	+	250.0	1	DHRS7B|CGI-93|SDR32C1|-|17p11.2|protein-coding	7.389	2.952	5.482
NR_120628	chr10	116524497	116529547	+	250.0	1	LOC101927692|-|-|10q25.3|ncRNA	0.828	0.000	0.527
NR_046012	chr15	86855199	86860249	-	250.0	1	AGBL1-AS1|-|-|15q25.3|ncRNA	1.000	0.000	0.000
NR_125397	chr3	127251623	127256673	-	250.0	1	LINC01471|-|-|3q21.3|ncRNA	1.000	0.000	0.000
NM_001004483	chr9	107331399	107336449	+	250.0	1	OR13C8|OR37H|OR9-10|-|9q31.1|protein-coding	1.000	0.000	0.000
NM_194359	chr12	56610753	56615803	-	250.0	1	RNF41|FLRF|NRDP1|SBBI03|-|12q13.3|protein-coding	9.683	2.952	3.584
NM_006031	chr21	47744020	47749070	+	250.0	1	PCNT|KEN|MOPD2|PCN|PCNT2|PCNTB|PCTN2|SCKL4|-|21q22.3|protein-coding	5.357	3.163	9.277
NR_110286	chr2	78143010	78148060	+	250.0	1	LINC01851|-|-|2p12|ncRNA	1.000	0.000	0.000
NR_106813	chr11	85989325	85994375	+	250.0	1	MIR6755|hsa-mir-6755|-|11q14.2|ncRNA	1.626	0.422	4.006
NM_001102651	chr19	2819816	2824866	+	250.0	1	ZNF554|-|-|19p13.3|protein-coding	3.741	1.265	4.639
NM_014640	chr2	219575508	219580558	+	250.0	1	TTLL4|-|-|2q35|protein-coding	5.952	2.319	5.376
NM_000476	chr9	130635022	130640072	-	250.0	1	AK1|HTL-S-58j|-|9q34.11|protein-coding	3.429	1.054	4.111
NR_134293	chr8	22127675	22132725	-	250.0	1	LOC100507071|-|-|8p21.3|ncRNA	0.960	0.000	0.105
NR_039715	chr12	47753052	47758102	-	250.0	1	MIR4494|-|-|12q13.11|ncRNA	1.000	0.000	0.000
NM_001003745	chr11	7956067	7961117	-	250.0	1	OR10A3|HSHTPCRX12|HTPCRX12|-|11p15.4|protein-coding	1.000	0.000	0.000
NR_033407	chr10	47268431	47273481	-	250.0	2	CTSLP2|CTSL1P2|CTSL1P5|CTSL1P7|CTSLL2|CTSLL5|CTSLL7|CTSLP5|CTSLP7|bA144G6.6|bA342C24.4|-|10q11.22|pseudo	1.000	0.000	0.000
NM_001862	chr2	98262475	98267525	+	250.0	1	COX5B|COXVB|-|2q11.2|protein-coding	2.961	4.111	24.985
NM_001350494	chr2	113479013	113484063	+	250.0	1	NT5DC4|-|-|2q14.1|protein-coding	1.000	0.000	0.000
NM_001277324	chr16	14844620	14849670	+	250.0	2	NPIPA2|NPIP|NPIPA1|-|16p13.11|protein-coding	1.000	0.000	0.000
NM_021979	chr14	65007136	65012186	+	250.0	1	HSPA2|HSP70-2|HSP70-3|-|14q23.3|protein-coding	1.440	0.105	0.633
NM_198495	chr7	143880498	143885548	+	250.0	2	CTAGE4|cTAGE-4|-|7q35|protein-coding	1.000	0.000	0.000
